COMBO_COMPANY_ID_18,COMBO_COMPANY_NAME,ACCT_ID_18,ACCT_NM,TEAM_TERRITORY_NAME,ACCT_OWN_FULL_NM,COMBO_LOCKED_CITY,COMBO_LOCKED_STATE,COMBO_LOCKED_INDUSTRY,ACCT_OWN_LVL_4_USR_NM,ACCT_OWN_LVL_5_USR_NM,FY27_C360_AOV,COMBO_EMPLOYEE_COUNT,ACCT_TIER,ATR,FY27 Q1 ACV,FY27 Q2 ACV,H1_FY27_ACV,AVP_REGION,news_has_coverage,news_article_count,news_headlines,news_latest_date,mismatch_category,confidence,key_signals,reasoning,action_recommended,ai_scored
aBR300000004DX9GAM,Columbus McKinnon Corporation,00100000001LCYPAA4,"Magnetek, Inc.",AMER_PACE_MAE_CMRCL_MFG_E_NJC_GB_01,Joseph Madrazo,Charlotte,NC,"Manufacturing, Automotive & Energy",Stephen Keller,Lucas Crowley,0,3328,Tier 3,0,0,0,0,MFG E,True,2,Columbus McKinnon Q1 Earnings Call Highlights | Columbus McKinnon Reports Record Orders and Sales in Q1 FY27; Increases FY27 Guidance,2026-07-30,Undertiered Opportunity,Medium,"Tier Tier 3 | 3,328 employees (enterprise) | Manufacturing, Automotive & Energy | Scale/tier mismatch","**POTENTIAL UNDERTIERING: Enterprise Scale, Low Tier**

Current Classification: Tier 3

**COMPANY SCALE ANALYSIS:**
• Employee count: 3,328 (ENTERPRISE SEGMENT)
• Industry: Manufacturing, Automotive & Energy
• Location: Charlotte, NC
• Scale places company in top tier of market by size


**RECENT NEWS (2 articles):**
📊 FINANCIAL: Columbus McKinnon Q1 Earnings Call Highlights
📊 FINANCIAL: Columbus McKinnon Reports Record Orders and Sales in Q1 FY27; Increases FY27 Gui...

**CURRENT SALESFORCE ENGAGEMENT:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Engagement: Limited despite company scale

**ANALYSIS:**
Company size of 3,328 employees indicates enterprise-scale operations. Organizations of this size typically have:
• Complex go-to-market needs (multi-channel, partner ecosystems)
• Large sales/service teams requiring CRM capabilities
• Digital transformation initiatives at scale
• Budget authority for enterprise software investments

Current low tier may reflect limited historical engagement rather than true account potential. For Manufacturing, Automotive & Energy vertical, company of this scale often represents strategic opportunity if ICP fit exists.","VALIDATE ICP FIT: Research Manufacturing, Automotive & Energy vertical alignment with PACE CMRCL focus areas (Retail/CG/Manufacturing). If vertical aligns, investigate why engagement is limited despite enterprise scale. Possible reasons: competitive displacement, budget timing, lack of prospecting. If ICP fit confirmed, consider tier upgrade and assign territory owner for 30-day research sprint.",True
0013y00001eXmmQAAS,Stoll America Knitting Machinery Inc,0013y00001eXmmQAAS,Stoll America Knitting Machinery Inc,AMER_PACE_MAE_CMRCL_MFG_W_MM_NL_E_07,Jordan Thomas,New York,NY,"Manufacturing, Automotive & Energy",John Tragas,Chloe LeBaron,0,1000,Tier 3,0,0,0,0,MFG W,False,0,,,Tier Confirmed,Medium,"Limited signals available | 1,000 employees","**TIER CONFIRMED: Tier 3**

**Company Profile:**
• Size: 1,000 employees
• Industry: Manufacturing, Automotive & Energy
• Location: New York, NY

**Salesforce Engagement:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Status: Limited/no current engagement

**Assessment:**
Current tier classification appears appropriately aligned with available signals. No strong indicators of systematic over- or undertiering detected. Account engagement level, company scale, and external market activity are consistent with tier expectations.","Maintain current tier. Continue standard territory coverage. Monitor for material changes: significant funding events, M&A activity, major ACV swings, or substantial shifts in news coverage that would warrant tier re-evaluation.",True
0013000001JybROAAZ,Numero Uno Acquistion LLC,0013000001JybROAAZ,Numero Uno Acquistion LLC,AMER_PACE_RCG_CMRCL_MM_NL_CG_02,Brandon Mathis,Los Angeles,CA,Retail & CG,Adam Kassam,Kyle Warren,0,850,Tier 4,0,0,0,0,RCG,False,0,,,Tier Confirmed,Medium,Limited signals available | 850 employees,"**TIER CONFIRMED: Tier 4**

**Company Profile:**
• Size: 850 employees
• Industry: Retail & CG
• Location: Los Angeles, CA

**Salesforce Engagement:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Status: Limited/no current engagement

**Assessment:**
Current tier classification appears appropriately aligned with available signals. No strong indicators of systematic over- or undertiering detected. Account engagement level, company scale, and external market activity are consistent with tier expectations.","Maintain current tier. Continue standard territory coverage. Monitor for material changes: significant funding events, M&A activity, major ACV swings, or substantial shifts in news coverage that would warrant tier re-evaluation.",True
aBRed000000GY96GAG,"Coulter Cadillac, Inc. (Coulter Automotive Group)",0013000001NX6p1AAD,"Coulter Cadillac, Inc. (Coulter Automotive Group)",AMER_PACE_MAE_CMRCL_AUE_W_GB_02,Gwendolyn Ortiz,Phoenix,AZ,"Manufacturing, Automotive & Energy",AMER - PACE - MAE - CMRCL - AUE - AVP,Kay Boakye-Yiadom,0,1001,Tier 3,0,0,0,0,AUE,False,0,,,Tier Confirmed,Medium,"Limited signals available | 1,001 employees","**TIER CONFIRMED: Tier 3**

**Company Profile:**
• Size: 1,001 employees
• Industry: Manufacturing, Automotive & Energy
• Location: Phoenix, AZ

**Salesforce Engagement:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Status: Limited/no current engagement

**Assessment:**
Current tier classification appears appropriately aligned with available signals. No strong indicators of systematic over- or undertiering detected. Account engagement level, company scale, and external market activity are consistent with tier expectations.","Maintain current tier. Continue standard territory coverage. Monitor for material changes: significant funding events, M&A activity, major ACV swings, or substantial shifts in news coverage that would warrant tier re-evaluation.",True
0013000001MsTILAA3,Ellis & Watts (Dupe),0013000001MsTILAA3,Ellis & Watts (Dupe),AMER_PACE_RCG_CMRCL_GB_CG_HMDU_E_04,Luke Olsen,Omaha,CT,"Manufacturing, Automotive & Energy",Marshall Hall,Rebecca Daharsh,0,10001,Tier 4,0,0,0,0,RCG,False,0,,,Bad Data,High,Duplicate Record: DUPE marker in name,"Account name explicitly marked as ""(DUPE)"" - this is a duplicate CRM entry that should be merged with the primary account or deleted to avoid double-counting metrics and confusing territory owners.",Remove from active account list. Consolidate with primary/parent account.,True
0013y00001eXlYZAA0,(DUPE) - Charles Tyrwhitt Llp*,0013y00001eXlYZAA0,(DUPE) - Charles Tyrwhitt Llp*,AMER_PACE_RCG_CMRCL_MM_NL_CG_05,Grady Saunders,New York,NY,Retail & CG,Adam Kassam,Kyle Warren,0,1000,Tier 4,0,0,0,0,RCG,False,0,,,Bad Data,High,Duplicate Record: DUPE marker in name,"Account name explicitly marked as ""(DUPE)"" - this is a duplicate CRM entry that should be merged with the primary account or deleted to avoid double-counting metrics and confusing territory owners.",Remove from active account list. Consolidate with primary/parent account.,True
0010M00001QkO4tQAF,Kunes Country #dupe,0010M00001QkO4tQAF,Kunes Country #dupe,AMER_PACE_MAE_CMRCL_AUE_SE_MM_01,Conor O'Malley,Sterling,IL,"Manufacturing, Automotive & Energy",AMER - PACE - MAE - CMRCL - AUE - AVP,Jason Fajardo,0,501,Tier 4,0,0,0,0,AUE,False,0,,,Bad Data,High,Duplicate Record: DUPE marker in name,"Account name explicitly marked as ""(DUPE)"" - this is a duplicate CRM entry that should be merged with the primary account or deleted to avoid double-counting metrics and confusing territory owners.",Remove from active account list. Consolidate with primary/parent account.,True
0013000001L5xIdAAJ,The Meatball Shop - OOB,0013000001L5xIdAAJ,The Meatball Shop - OOB,AMER_PACE_RCG_CMRCL_MM_NL_RETAIL_02,Colby Stiglic,New York,NY,Retail & CG,Adam Kassam,Tanner DeVries,0,330,Tier 4,0,0,0,0,RCG,False,0,,,Bad Data,High,Out of Business: OOB marker,"Account marked as ""OOB"" (Out of Business) - this company is defunct and should be removed from active account lists to prevent wasted prospecting effort.",Remove from active account list. Consolidate with primary/parent account.,True
0013000000KxL0NAAV,Daphne's California Greek (OOB),0013000000KxL0NAAV,Daphne's California Greek (OOB),AMER_PACE_RCG_CMRCL_MM_NL_CG_02,Brandon Mathis,SAN DIEGO,CA,Retail & CG,Adam Kassam,Kyle Warren,0,850,Tier 4,0,0,0,0,RCG,False,0,,,Bad Data,High,Out of Business: OOB marker,"Account marked as ""OOB"" (Out of Business) - this company is defunct and should be removed from active account lists to prevent wasted prospecting effort.",Remove from active account list. Consolidate with primary/parent account.,True
001ed00000A4cc2AAB,"Sixth Street Partners, LLC (DUPE)",001ed00000A4cc2AAB,"Sixth Street Partners, LLC (DUPE)",AMER_PACE_RCG_CMRCL_MM_NL_RETAIL_07,John Summers,austin,TX,Retail & CG,Adam Kassam,Tanner DeVries,0,500,Tier 4,0,0,0,0,RCG,False,0,,,Bad Data,High,Duplicate Record: DUPE marker in name,"Account name explicitly marked as ""(DUPE)"" - this is a duplicate CRM entry that should be merged with the primary account or deleted to avoid double-counting metrics and confusing territory owners.",Remove from active account list. Consolidate with primary/parent account.,True
0010M00001WJLwlQAH,Crown Brands (OOB),0010M00001WJLwlQAH,Crown Brands (OOB),AMER_PACE_RCG_CMRCL_MM_NL_RETAIL_TempCovrage_05B,Ivette Johnson,Lincolnshire,IL,Retail & CG,Adam Kassam,Tanner DeVries,0,314,Tier 4,0,0,0,0,RCG,False,0,,,Bad Data,High,Out of Business: OOB marker,"Account marked as ""OOB"" (Out of Business) - this company is defunct and should be removed from active account lists to prevent wasted prospecting effort.",Remove from active account list. Consolidate with primary/parent account.,True
0010M00001TyZPsQAN,Crossroads Mobile Maintenance (Acquired),0010M00001TyZPsQAN,Crossroads Mobile Maintenance (Acquired),AMER_PACE_MAE_CMRCL_MFG_W_MM_NL_E_TempCoverage_03A,Joseph Insana,Reed City,MI,"Manufacturing, Automotive & Energy",John Tragas,Chloe LeBaron,0,501,Tier 4,0,0,0,0,MFG W,False,0,,,Bad Data,High,Data Quality Issue: Quality flags present,Account name contains cleanup flags.,Remove from active account list. Consolidate with primary/parent account.,True
0010M00001WaJBQQA3,Magic gourmet trading INC (OOB),0010M00001WaJBQQA3,Magic gourmet trading INC (OOB),AMER_PACE_RCG_CMRCL_MM_NL_CG_08,Justin Allan,Millbrae,CA,Retail & CG,Adam Kassam,Kyle Warren,0,500,Tier 4,0,0,0,0,RCG,False,0,,,Bad Data,High,Out of Business: OOB marker,"Account marked as ""OOB"" (Out of Business) - this company is defunct and should be removed from active account lists to prevent wasted prospecting effort.",Remove from active account list. Consolidate with primary/parent account.,True
0013000001JyZwQAAV,TDS Services Inc (OOB),0013000001JyZwQAAV,TDS Services Inc (OOB),AMER_PACE_RCG_CMRCL_MM_NL_RETAIL_TempCovrage_05A,Colby Stiglic,Mount Vernon,IL,Retail & CG,Adam Kassam,Tanner DeVries,0,400,Tier 4,0,0,0,0,RCG,False,0,,,Bad Data,High,Out of Business: OOB marker,"Account marked as ""OOB"" (Out of Business) - this company is defunct and should be removed from active account lists to prevent wasted prospecting effort.",Remove from active account list. Consolidate with primary/parent account.,True
aBRed0000028TevGAE,Tetco Inc (DUPE - Owned by 7Eleven),001ed00000JhPd3AAF,Tetco Inc (DUPE - Owned by 7Eleven),AMER_PACE_MAE_CMRCL_AUE_W_GB_LOA_TempCoverage_03,Gwendolyn Ortiz,San Antonio,TX,"Manufacturing, Automotive & Energy",AMER - PACE - MAE - CMRCL - AUE - AVP,Kay Boakye-Yiadom,0,3500,Tier 4,0,0,0,0,AUE,False,0,,,Bad Data,High,Duplicate Record: DUPE marker in name,"Account name explicitly marked as ""(DUPE)"" - this is a duplicate CRM entry that should be merged with the primary account or deleted to avoid double-counting metrics and confusing territory owners.",Remove from active account list. Consolidate with primary/parent account.,True
0013000001JyWIIAA3,Queen Enterprises L L C (DUPE),0013000001JyWIIAA3,Queen Enterprises L L C (DUPE),AMER_PACE_RCG_CMRCL_MM_NL_RETAIL_07,John Summers,Paola,KS,Retail & CG,Adam Kassam,Tanner DeVries,0,396,Tier 4,0,0,0,0,RCG,False,0,,,Bad Data,High,Duplicate Record: DUPE marker in name,"Account name explicitly marked as ""(DUPE)"" - this is a duplicate CRM entry that should be merged with the primary account or deleted to avoid double-counting metrics and confusing territory owners.",Remove from active account list. Consolidate with primary/parent account.,True
00130000001tlqPAAQ,"Columbia Steel Casting Co., Inc. - OOB",00130000001tlqPAAQ,"Columbia Steel Casting Co., Inc. - OOB",AMER_PACE_MAE_CMRCL_MFG_W_MM_NL_W_09,Stephanie Lowry,Portland,OR,"Manufacturing, Automotive & Energy",John Tragas,AMER - PACE - MAE - CMRCL - MFG - W - MM - NL - W - RVP,0,350,Tier 4,0,0,0,0,MFG W,False,0,,,Bad Data,High,Out of Business: OOB marker,"Account marked as ""OOB"" (Out of Business) - this company is defunct and should be removed from active account lists to prevent wasted prospecting effort.",Remove from active account list. Consolidate with primary/parent account.,True
aBRed000000GXI7GAO,AIMS Companies LLC (Dupe),0013y00001fhtsgAAA,AIMS Companies LLC (Dupe),AMER_PACE_MAE_CMRCL_MFG_C_MWE_MM_01,Alex Ritschard,Scottsdale,AZ,"Manufacturing, Automotive & Energy",AMER - PACE - MAE - CMRCL - MFG - C - AVP,Isaac Rush,0,501,Tier 4,0,0,0,0,MFG C,False,0,,,Bad Data,High,Duplicate Record: DUPE marker in name,"Account name explicitly marked as ""(DUPE)"" - this is a duplicate CRM entry that should be merged with the primary account or deleted to avoid double-counting metrics and confusing territory owners.",Remove from active account list. Consolidate with primary/parent account.,True
001ed0000044b1vAAA,Fabcon (DUPE),001ed0000044b1vAAA,Fabcon (DUPE),AMER_PACE_MAE_CMRCL_MFG_W_MM_NL_W_LOA_TEMPCOVERAGE_08,Gabrielle Carels,SANTA ANA,CA,"Manufacturing, Automotive & Energy",John Tragas,AMER - PACE - MAE - CMRCL - MFG - W - MM - NL - W - RVP,0,500,Tier 4,0,0,0,0,MFG W,False,0,,,Bad Data,High,Duplicate Record: DUPE marker in name,"Account name explicitly marked as ""(DUPE)"" - this is a duplicate CRM entry that should be merged with the primary account or deleted to avoid double-counting metrics and confusing territory owners.",Remove from active account list. Consolidate with primary/parent account.,True
0013000000LzX2WAAV,European American Foods Group (OOB),0013000000LzX2WAAV,European American Foods Group (OOB),AMER_PACE_RCG_CMRCL_MM_NL_CG_06,Martha Abotchie,Bayonne,NJ,Retail & CG,Adam Kassam,Kyle Warren,0,325,Tier 4,0,0,0,0,RCG,False,0,,,Bad Data,High,Out of Business: OOB marker,"Account marked as ""OOB"" (Out of Business) - this company is defunct and should be removed from active account lists to prevent wasted prospecting effort.",Remove from active account list. Consolidate with primary/parent account.,True
0013y00001f9DrrAAE,Casting Lights - OOB,0013y00001f9DrrAAE,Casting Lights - OOB,AMER_PACE_RCG_CMRCL_MM_NL_CG_08,Justin Allan,Los angeles,CA,Retail & CG,Adam Kassam,Kyle Warren,0,1000,Tier 4,0,0,0,0,RCG,False,0,,,Bad Data,High,Out of Business: OOB marker,"Account marked as ""OOB"" (Out of Business) - this company is defunct and should be removed from active account lists to prevent wasted prospecting effort.",Remove from active account list. Consolidate with primary/parent account.,True
0013000001JyhrfAAB,"Choate & Company, Inc. (DUPE)",0013000001JyhrfAAB,"Choate & Company, Inc. (DUPE)",AMER_PACE_RCG_CMRCL_MM_NL_RETAIL_TempCovrage_05B,Ivette Johnson,Waconia,MN,Retail & CG,Adam Kassam,Tanner DeVries,0,350,Tier 4,0,0,0,0,RCG,False,0,,,Bad Data,High,Duplicate Record: DUPE marker in name,"Account name explicitly marked as ""(DUPE)"" - this is a duplicate CRM entry that should be merged with the primary account or deleted to avoid double-counting metrics and confusing territory owners.",Remove from active account list. Consolidate with primary/parent account.,True
0013000001JyUSeAAN,"Fred Flemings Famous Bar-B-Que Restaurants, Llc (OOB)",0013000001JyUSeAAN,"Fred Flemings Famous Bar-B-Que Restaurants, Llc (OOB)",AMER_PACE_RCG_CMRCL_MM_NL_RETAIL_08,Taylor Schlosser,Tampa,FL,Retail & CG,Adam Kassam,Tanner DeVries,0,400,Tier 4,0,0,0,0,RCG,False,0,,,Bad Data,High,Out of Business: OOB marker,"Account marked as ""OOB"" (Out of Business) - this company is defunct and should be removed from active account lists to prevent wasted prospecting effort.",Remove from active account list. Consolidate with primary/parent account.,True
00130000016j1rRAAQ,"Shanghai NAR Industrial Co., Ltd. (DUPE)",00130000016j1rRAAQ,"Shanghai NAR Industrial Co., Ltd. (DUPE)",AMER_PACE_MAE_CMRCL_MFG_W_MM_NL_E_06,Joseph Insana,Shanghai,VA,"Manufacturing, Automotive & Energy",John Tragas,Chloe LeBaron,0,481,Tier 4,0,0,0,0,MFG W,False,0,,,Bad Data,High,Duplicate Record: DUPE marker in name,"Account name explicitly marked as ""(DUPE)"" - this is a duplicate CRM entry that should be merged with the primary account or deleted to avoid double-counting metrics and confusing territory owners.",Remove from active account list. Consolidate with primary/parent account.,True
0013y00001dQbLIAA0,"(DUPE) - Pepsi Cola Of Florence, LLC",0013y00001dQbLIAA0,"(DUPE) - Pepsi Cola Of Florence, LLC",AMER_PACE_RCG_CMRCL_MM_NL_CG_05,Grady Saunders,Florence,SC,Retail & CG,Adam Kassam,Kyle Warren,0,500,Tier 4,0,0,0,0,RCG,False,0,,,Bad Data,High,Duplicate Record: DUPE marker in name,"Account name explicitly marked as ""(DUPE)"" - this is a duplicate CRM entry that should be merged with the primary account or deleted to avoid double-counting metrics and confusing territory owners.",Remove from active account list. Consolidate with primary/parent account.,True
0010M00001WHqezQAD,Meiya Group- AeroEngines (DUPE),0010M00001WHqezQAD,Meiya Group- AeroEngines (DUPE),AMER_PACE_MAE_CMRCL_MFG_W_MM_NL_E_06,Joseph Insana,,VA,"Manufacturing, Automotive & Energy",John Tragas,Chloe LeBaron,0,900,Tier 4,0,0,0,0,MFG W,False,0,,,Bad Data,High,Duplicate Record: DUPE marker in name,"Account name explicitly marked as ""(DUPE)"" - this is a duplicate CRM entry that should be merged with the primary account or deleted to avoid double-counting metrics and confusing territory owners.",Remove from active account list. Consolidate with primary/parent account.,True
0013000001JycF1AAJ,Har-Mar Foods Inc DUPE,0013000001JycF1AAJ,Har-Mar Foods Inc DUPE,AMER_PACE_RCG_CMRCL_MM_NL_RETAIL_TempCovrage_05A,Colby Stiglic,Marshall,MN,Retail & CG,Adam Kassam,Tanner DeVries,0,350,Tier 4,0,0,0,0,RCG,False,0,,,Bad Data,High,Duplicate Record: DUPE marker in name,"Account name explicitly marked as ""(DUPE)"" - this is a duplicate CRM entry that should be merged with the primary account or deleted to avoid double-counting metrics and confusing territory owners.",Remove from active account list. Consolidate with primary/parent account.,True
00130000008SL1aAAG,Synergy Outdoors (DUPE),00130000008SL1aAAG,Synergy Outdoors (DUPE),AMER_PACE_RCG_CMRCL_MM_NL_CG_02,Brandon Mathis,New Roads,LA,Retail & CG,Adam Kassam,Kyle Warren,0,301,Tier 4,0,0,0,0,RCG,False,0,,,Bad Data,High,Duplicate Record: DUPE marker in name,"Account name explicitly marked as ""(DUPE)"" - this is a duplicate CRM entry that should be merged with the primary account or deleted to avoid double-counting metrics and confusing territory owners.",Remove from active account list. Consolidate with primary/parent account.,True
00130000005YHRCAA4,"Cordua Restaurants, LP (OOB)",00130000005YHRCAA4,"Cordua Restaurants, LP (OOB)",AMER_PACE_RCG_CMRCL_MM_NL_RETAIL_07,John Summers,Houston,TX,Retail & CG,Adam Kassam,Tanner DeVries,0,400,Tier 4,0,0,0,0,RCG,False,0,,,Bad Data,High,Out of Business: OOB marker,"Account marked as ""OOB"" (Out of Business) - this company is defunct and should be removed from active account lists to prevent wasted prospecting effort.",Remove from active account list. Consolidate with primary/parent account.,True
aBR3y000000LIAMGA4,"Service Tire Truck Center, Inc.",00130000002xbl8AAA,"Service Tire Truck Center, Inc.",AMER_PACE_MAE_CMRCL_AUE_NE_MM_05,Benewaa Owusu,Bethlehem,PA,"Manufacturing, Automotive & Energy",AMER - PACE - MAE - CMRCL - AUE - AVP,Sara Bissmeyer,0,629,Tier 2,0,0,0,0,AUE,False,0,,,Overtiered Risk,High,Tier Tier 2 | $0 Salesforce spend | Zero external signals | 629 employees,"**TIER MISMATCH: Tier 2 Without Engagement**

Current Classification: Tier 2 (""High priority accounts"")
What This Should Mean: Strategic focus, dedicated coverage, high revenue potential

**SALESFORCE ENGAGEMENT:**
• H1 FY27 ACV: $0 (zero revenue closed in first half of fiscal year)
• FY27 AOV (Annual Operating Value): $0 (no ongoing Salesforce subscription)
• ATR (Available to Renew): $0 (nothing to renew)
→ Total Salesforce footprint: ZERO

**EXTERNAL SIGNALS:**
• News coverage (past 12 months): ZERO articles
• No media visibility, no growth signals, no market activity detected

**COMPANY PROFILE:**
• Employee count: 629
• Industry: Manufacturing, Automotive & Energy
• Location: Bethlehem, PA

**ANALYSIS:**
High tier designation without any engagement or external signals suggests one of three scenarios:
(a) Relationship was never successfully developed despite initial tiering
(b) Account went dormant after initial engagement ended
(c) Tier was assigned based on outdated potential assessment

Maintaining high tier for inactive account diverts strategic resources from accounts with actual engagement.","IMMEDIATE ACTION: Downgrade to Tier 3 or 4. Review account history to understand original tier rationale. If relationship cannot be reactivated within 30 days, proceed with downgrade to free up strategic focus.",True
aBRed000000EMIVGA4,Vermont Flannel Company,00130000001Nw31AAC,Vermont Flannel Company,AMER_PACE_RCG_CMRCL_MM_NL_CG_06,Martha Abotchie,SHELBURNE,VT,Retail & CG,Adam Kassam,Kyle Warren,0,500,Tier 3,0,0,0,0,RCG,False,0,,,Tier Confirmed,Medium,Limited signals available | 500 employees,"**TIER CONFIRMED: Tier 3**

**Company Profile:**
• Size: 500 employees
• Industry: Retail & CG
• Location: SHELBURNE, VT

**Salesforce Engagement:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Status: Limited/no current engagement

**Assessment:**
Current tier classification appears appropriately aligned with available signals. No strong indicators of systematic over- or undertiering detected. Account engagement level, company scale, and external market activity are consistent with tier expectations.","Maintain current tier. Continue standard territory coverage. Monitor for material changes: significant funding events, M&A activity, major ACV swings, or substantial shifts in news coverage that would warrant tier re-evaluation.",True
0013y00001h1kriAAA,Cuisinart,0013y00001h1kriAAA,Cuisinart,AMER_PACE_MAE_CMRCL_AUE_NE_GB_03,John Tomesco,Stamford,CT,"Manufacturing, Automotive & Energy",AMER - PACE - MAE - CMRCL - AUE - AVP,Sara Bissmeyer,0,1001,Tier 4,0,0,0,0,AUE,True,86,Cuisinart Classic White Triple Rivet 15-Piece Knife Block Set for $100 + free shipping | Target Weekly Ad: 8/23-8/29 | Microfiber Cleaning Cloth 10-Pack for $2 + free shipping w/ $25,2026-08-21,Undertiered Opportunity,High,"Tier Tier 4 | 86 articles (high visibility) | 1,001 employees | Strong signals","**UNDERTIERING ALERT: Low Tier Despite Strong Market Signals**

Current Classification: Tier 4
What This Means: Lowest priority, minimal focus


**EXTERNAL MARKET SIGNALS: HIGH ACTIVITY DETECTED**

📰 News Coverage Summary:
• Total articles: 86 (past 12 months)
• Most recent: 2026-08-21
• Frequency: ~7.2 articles per month

**BUSINESS EVENTS IDENTIFIED (3 specific events):**
• Cuisinart Classic White Triple Rivet 15-Piece Knife Block Set for $100 + free shipping
• Target Weekly Ad: 8/23-8/29
• Microfiber Cleaning Cloth 10-Pack for $2 + free shipping w/ $25

**COMPANY PROFILE:**
• Size: 1,001 employees
• Industry: Manufacturing, Automotive & Energy
• Location: Stamford, CT

**CURRENT SALESFORCE ENGAGEMENT:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Engagement level: None

**ANALYSIS:**
This account shows a significant mismatch between tier classification and external market signals. With 86 news articles in the past year, this company is demonstrating substantial market visibility and activity. High news volume typically correlates with:
• Business expansion or growth initiatives
• Strategic importance within their industry
• Active M&A or investment activity
• Product innovation or market positioning

Combined with 1,001 employees, this suggests enterprise-scale operations that may align with Salesforce's strategic focus areas. Low tier likely reflects historical sizing rather than current market reality. This could represent a significant untapped opportunity if strategic fit exists.","PRIORITY REVIEW: Deep-dive into recent news coverage to identify specific growth triggers (funding rounds, acquisitions, expansion plans, leadership changes). Cross-reference with PACE CMRCL ICP criteria for Manufacturing, Automotive & Energy vertical. If strategic fit exists, recommend upgrade to Tier 2 for dedicated account coverage. Assign AE/BDR to research and develop initial POV within 2 weeks.",True
aBR3y000000HGnjGAG,"Unique Fabricating, Inc.",00130000002xXsaAAE,Unique Fabricating Incorporated (DUPE),AMER_PACE_MAE_CMRCL_MFG_W_MM_NL_E_06,Joseph Insana,Auburn Hills,MI,"Manufacturing, Automotive & Energy",John Tragas,Chloe LeBaron,0,734,Tier 4,0,0,0,0,MFG W,False,0,,,Tier Confirmed,Medium,Limited signals available | 734 employees,"**TIER CONFIRMED: Tier 4**

**Company Profile:**
• Size: 734 employees
• Industry: Manufacturing, Automotive & Energy
• Location: Auburn Hills, MI

**Salesforce Engagement:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Status: Limited/no current engagement

**Assessment:**
Current tier classification appears appropriately aligned with available signals. No strong indicators of systematic over- or undertiering detected. Account engagement level, company scale, and external market activity are consistent with tier expectations.","Maintain current tier. Continue standard territory coverage. Monitor for material changes: significant funding events, M&A activity, major ACV swings, or substantial shifts in news coverage that would warrant tier re-evaluation.",True
aBR0M000000bpCpWAI,"Markwins Beauty Brands, Inc.",0010M00001So9vtQAB,Markwins,AMER_PACE_RCG_CMRCL_MM_NL_CG_08,Justin Allan,city of industry,CA,Retail & CG,Adam Kassam,Kyle Warren,0,1001,Tier 4,0,0,0,0,RCG,False,0,,,Tier Confirmed,Medium,"Limited signals available | 1,001 employees","**TIER CONFIRMED: Tier 4**

**Company Profile:**
• Size: 1,001 employees
• Industry: Retail & CG
• Location: city of industry, CA

**Salesforce Engagement:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Status: Limited/no current engagement

**Assessment:**
Current tier classification appears appropriately aligned with available signals. No strong indicators of systematic over- or undertiering detected. Account engagement level, company scale, and external market activity are consistent with tier expectations.","Maintain current tier. Continue standard territory coverage. Monitor for material changes: significant funding events, M&A activity, major ACV swings, or substantial shifts in news coverage that would warrant tier re-evaluation.",True
aBR3y000000H7tXGAS,"Sea Watch International, Ltd.",00130000002xXO1AAM,Sea Watch International Ltd,AMER_PACE_RCG_CMRCL_MM_NL_CG_09,Nicholas Sublett,Easton,MD,Retail & CG,Adam Kassam,Kyle Warren,0,450,Tier 3,0,0,0,0,RCG,False,0,,,Tier Confirmed,Medium,Limited signals available | 450 employees,"**TIER CONFIRMED: Tier 3**

**Company Profile:**
• Size: 450 employees
• Industry: Retail & CG
• Location: Easton, MD

**Salesforce Engagement:**
• H1 FY27 ACV: $0
• FY27 AOV: $0
• Status: Limited/no current engagement

**Assessment:**
Current tier classification appears appropriately aligned with available signals. No strong indicators of systematic over- or undertiering detected. Account engagement level, company scale, and external market activity are consistent with tier expectations.","Maintain current tier. Continue standard territory coverage. Monitor for material changes: significant funding events, M&A activity, major ACV swings, or substantial shifts in news coverage that would warrant tier re-evaluation.",True
